ID,Name,Description,URL,Created,Vendor,Types,"Access Modes","Alt. Names / Keywords","Use Proxy","Friendly URL",Subjects,"More Info","Librarian Review","Map Ct",New,Trial,Featured,"Permitted Uses",Hidden,"Internal Note",Owner,"Landing Page"
65061513,"Mergent Bond Viewer","BondViewer from Megrent (also accessible via Mergent Online) is a financial industry database solution for finding  US taxable and municipal fixed income data. From pre-sale through defeasance, Bondviewer provides on-demand access for active BC users to a wide-range of bond data, including both issuer and bond level terms and condition data, US taxable bonds, municipal bonds and retail notes.
  
  Mergent Online will log a user off after 15 minutes of no activity. If you experience time-out issues, please log-in using EagleVPN.",https://bv.mergent.com/view/scripts/MyMOL/index.php,"2022-01-18 11:44:38 AM","LSEG/ Mergent/ Refinitiv/ FTSE Russell",,,,Yes,,"Business, Data Services, Economics, Law",,,0,No,No,No,,No,ECP,"LibApps, Asset Manager",OFF
32334508,"Mergent Historical Annual Reports Collection","Dating back to the mid 1800's, this collection offers over 1,000,000 documents for the United States, Canada and Europe.
  
  Mergent Online will log a user off after 15 minutes of no activity. If you experience time-out issues, please log-in using EagleVPN.",https://www.mergentarchives.com/,"2017-05-24 12:03:54 PM","LSEG/ Mergent/ Refinitiv/ FTSE Russell",Data/statistics,,,Yes,,"Business, Economics",,,2,No,No,No,,No,MGP,"Olsen, Douglas",OFF
32223675,"Mergent Historical SEC Collection","Collection of SEC documents,both current and historical, some going back to 1884.    Mergent Online will log a user off after 15 minutes of no activity. If you experience time-out issues, please log-in using EagleVPN.",https://www.mergentarchives.com/,"2017-05-22 02:50:28 PM",,Data/statistics,,,Yes,,"Business, Economics",,,2,No,No,No,,Yes,MGP,"Olsen, Douglas",OFF
32469373,"Mergent Intellect","Provides access to private and public U.S. and international company data and industry profiles. Mergent Online will log a user off after 15 minutes of no activity. If you experience time-out issues, please log-in using EagleVPN.",https://www.mergentintellect.com,"2017-05-30 01:30:07 PM","LSEG/ Mergent/ Refinitiv/ FTSE Russell",Data/statistics,,,Yes,,"Business, Economics",,,14,No,No,No,,No,MGP,"Olsen, Douglas",OFF
1589168,"Mergent Online","Includes company financials, executives, competitors, supply chain, equity, SEC filings, and more. Also, has industry and analysts reports. Mergent Online will log a user off after 15 minutes of no activity. If you experience time-out issues, please log-in using EagleVPN.",https://www.mergentonline.com/,"2014-06-09 03:04:48 PM","LSEG/ Mergent/ Refinitiv/ FTSE Russell","Market research/industry reports",,,Yes,,Business,,,46,No,No,No,,No,MGP,"Leveque, Sophie",OFF
5086973,"Met Opera on Demand","Provides access to past performances from the Metropolitan Opera's &quot;Live in HD&quot; series, as well as videos recorded for public television from 1977-2003 and 300+ radio-broadcast performances dating back to 1936.",https://ondemand.metopera.org,"2014-09-18 11:04:33 AM",,"Multimedia;Streaming Video",,,Yes,,Music,,,12,No,No,No,,No,MSP,"Bogdanovsky, Nina",OFF
34243971,"Meteorological & Geoastrophysical Abstracts","Search literature on meteorology, climatology, atmospheric chemistry and physics, astrophysics, hydrology, glaciology, physical oceanography and environmental sciences.",https://search.proquest.com/mga/science/fromDatabasesLayer?accountid=9673,"2017-07-25 08:53:35 AM",Proquest,,,,No,,"Chemistry, Physics",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589096,"Middle Eastern and Central Asian Studies","MECAS is a bibliographic index of research, policy and scholarly discourse on the countries and peoples of the Middle East, Central Asia and North Africa. 1900-current.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=fxh&custid=s4194587","2011-01-06 11:20:03 AM",EBSCO,Articles,,,No,,"Asian Studies, International Studies, Islamic Civilization & Societies, Jewish Studies, Political Science & Government, Slavic and Eastern Languages and Literatures, Theology",,,16,No,No,No,,No,,"Leveque, Sophie",OFF
5088419,"Middle English Compendium","The Middle English Compendium is composed of three major Middle English resources: an electronic version of the Middle English Dictionary, a HyperBibliography of Middle English prose and verse, based on the MED bibliographies, and an associated network of electronic resources, including a large collection of Middle English texts. The Middle English Dictionary, A-Z corresponds to 115 fascicles of the print Dictionary, or about 14,940 pages. It contains 54,081 entries and 891,531 quotations, of which better than 99.6% have been linked to the corresponding entries in the HyperBibliography.",https://proxy.bc.edu/login?url=https://ets.umdl.umich.edu/m/mec/,"2014-09-18 12:06:42 PM",,Dictionaries,,,No,,"English Language & Literature",,,4,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
74967744,"Migration to New Worlds","Trial through 2/7/2024

From the century of immigration, through to the modern era, Migration to New Worlds charts the emigration experience of millions across 200 years of turbulent history. Explore the rise and fall of the New Zealand Company, discover British, European and Asian migration and investigate unique primary source personal accounts, shipping logs, printed literature and organizational papers supplemented by carefully compiled teaching and research aids.

Please send feedback to  Erin Scheopner",https://www.migration.amdigital.co.uk,"2024-01-10 12:58:47 PM","Adam Matthew",,,,Yes,,"Area & Cultural Studies, History, Interdisciplinary",,,0,No,No,No,,Yes,HIP,"Scheopner, Erin Kate",OFF
1589368,"Mintel Reports","Mintel provides market research reports covering the US.  Reports cover a variety of sectors including consumer goods, travel and tourism, financial industry, internet industry, retail, food & drink, transportation and finance. The focus of the reports is on market size & trends, market segmentation, supply structure, advertising and promotion, retail distribution, consumer characteristics, and market forecasts.  For academic use only.",https://clients.mintel.com,"2014-06-09 10:51:41 PM",,"Market research/industry reports",,,Yes,,Business,,,21,No,No,No,,No,,"Williams, Adam",OFF
72918415,"MLA Directory of Periodicals","This directory provides detailed information on over 25,000 journals and book series that cover literature, literary theory, dramatic arts, folklore, language, linguistics, pedagogy, rhetoric and composition, and the history of printing and publishing.","http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=kah","2023-08-09 03:59:42 PM",EBSCO,Directories,,,No,,,,,4,No,No,No,,No,,"Runge, Steve",OFF
1589095,"MLA International Bibliography","The MLA International Bibliography is a subject index for books, articles and websites published on modern languages, literatures, folklore, and linguistics. Produced by the Modern Language Association (MLA), this electronic version of the Bibliography dates back to 1925 and contains over 2.2 million citations from more than 4,400 periodicals (including peer-reviewed e-journals) and 1,000 book publishers.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=mzh&custid=s4194587","2011-01-06 11:20:03 AM",EBSCO,Articles;Bibliographies,,,No,,"English Language & Literature, German Language & Literature, Irish Studies, Latin American Studies, Linguistics, Romance Languages & Literatures, Slavic and Eastern Languages and Literatures, Theatre & Dance",,,80,No,No,No,,No,RFP,"LibApps, Asset Manager",OFF
5087928,"Monthly Catalog of US Government Publications, 1895-1976","Retrospective catalog of U.S. government publications. Coverage 1895-1976.",https://monthlycatalog.chadwyck.com,"2014-09-18 11:48:54 AM",Proquest,"Catalogs;Government information",,,Yes,,"Political Science & Government",,,8,No,No,No,,No,,"LibApps, Asset Manager",OFF
5075903,"Monumenta Germaniae Historica Online","Begun in 1819, the Monumenta Germaniae Historica is one of the most important resources of medieval historical texts. Covering the widest possible range of historical documents, divided into five major Series (Scriptores, Leges, Diplomata, Epistolae and Antiquitates), the Monumenta offers a wealth of critical editions.",https://clt.brepolis.net/eMGH/pages/Search.aspx,"2014-09-17 01:03:51 PM",Brepols,"E-book/Text collections",,,Yes,,History,,,8,No,No,No,,No,,"Busenbark, Lawrence",OFF
77767404,"Morningstar Direct","Multi-currency research platform that provides performance and holdings analysis of investments. Morningstar Direct includes data on closed-end funds, equity ownership, exchange traded funds, hedge funds, market indexes, money market funds, offshore funds, open-end mutual funds, pensions and life insurance, stocks, and 529 plans.
Includes unlimited exports via Excel or Morningstar’s Python package for academic use.
Access in O'Neill 3 for undergraduate use and Fulton 124 for CSOM graduate use. Faculty users please contact CSOM Librarian Doug Olsen for individual logon credentials.",https://libguides.bc.edu/c.php?g=44087&p=10519599,"2024-08-20 03:18:57 PM",,,,,No,,"Business, Data Services, Economics, Law",,,0,No,No,No,,No,MGP,"Olsen, Douglas",OFF
29924241,"Moses Maimonides, Unparalleled Editions","The present selection embraces virtually the entire spectrum of Maimonides literary output. The sources collected here include the newly digitized original Unparalleled Editions collection of 290 microfiches containing 58 titles which are mostly Hebrew printed editions as well as imprints from the 16th up to and including the 20th century and examples of bilingual editions containing Hebrew and either Latin, Judeo-German, or French text. Added to the original collection from the British Library are further incunabula which expand and enhance access to this important leaders life work.",https://primarysources.brillonline.com/browse/moses-maimonides-unparalleled-editions,"2017-03-03 07:19:12 AM",Brill,"Primary sources",,,Yes,,"Jewish Studies, Philosophy, Theology",,,2,No,No,No,,No,,"Bogdanovsky, Nina",OFF
27601035,"Movie Discovery","Streaming video service.",https://proxy.bc.edu/login?url=https://bc.app.movie-discovery.com/,"2016-12-19 11:21:38 AM",,,,,No,,"Film Studies",,,0,No,No,No,,Yes,"On Fri, Mar 17, 2023 at 9:48 AM Nina Bogdanovsky  wrote: we had temporary trial with this company years ago, but we did not continue our relationship with them.","Bogdanovsky, Nina",OFF
48277420,Movies.bc.edu,"Boston College's film streaming website. Films are meant solely for class use and are NOT licensed for public film screenings. Website is only accessible on the Boston College campus.",https://movies-bc-edu.swankmp.net/#/browse,"2019-05-15 01:05:26 PM",,Multimedia,,,No,,,,,1,No,No,No,,No,,"Kallemeyn, Terra",OFF
5086970,"MRI Mediamark","Statistical data on demographics, product usage, and media exposure.     Access Requirements: You must create a personal account using your Boston College email address. Click on University Report.  We encourage you to read the privacy policy associated with this site before using.",https://library.bc.edu/secure/res/mediamark.html,"2014-09-18 11:04:22 AM",,Data/statistics,,,No,,"Business, Communication",,,0,No,No,No,,Yes,"MGP: Sonia requested cancellation to fund financial databases. Terra set to &quot;hide from public display&quot; on 5/29/2020. Subscription expires 05/31/2020","Williams, Adam",OFF
10628871,"MSCI ESG Direct","Provides reports, ratings and data on the environmental, social  and governance performance of corporations.",https://esgdirect.msci.com,"2015-05-11 11:01:40 AM",,"Market research/industry reports",,,Yes,,Business,,,6,No,No,No,,No,,"Williams, Adam",OFF
1589097,"Music Index","Indexes hundreds of international music periodicals covering music history, theory, performance, ethnomusicology, education, and popular music, plus book, record, film and performance reviews.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=mah&custid=s4194587","2011-01-06 11:20:03 AM",EBSCO,Articles,,,No,,"Music, Theatre & Dance",,,10,No,No,No,,No,,"Bogdanovsky, Nina",OFF
5087146,"Music Online","Search across several Alexander Street Press music databases: Classical Scores Library, Dance in Video, Garland Encyclopedia of World Music, Opera in Video, and Smithsonian Global Sound.",https://search.alexanderstreet.com/music-performing-arts,"2014-09-18 11:04:59 AM","Alexander Street Press",Encyclopedias;Multimedia,,,Yes,,,,,1,No,No,No,,No,,"Bogdanovsky, Nina",OFF
5087150,"Music Online: Classical Scores Library","Classical Scores Library provides online access to more than 25,000 scores all major genres and time periods; all major score types; public domain scores and in-copyright editions from major publishers.
Library has access to: Volume 1 - 4 and Volume 6 - The Boosey & Hawkes Collection",https://shmu.alexanderstreet.com/,"2014-09-18 11:05:09 AM","Alexander Street Press",Scores,,,Yes,,Music,,,2,No,No,No,,No,MSP,"Bogdanovsky, Nina",OFF
5087157,"Music Online: Opera in Video","Streaming opera database.",https://search.alexanderstreet.com/opiv,"2014-09-18 11:05:24 AM","Alexander Street Press","Multimedia;Streaming Video",,,Yes,,Music,,,11,No,No,No,,No,MSP,"Williams, Adam",OFF
5086955,"Music Online: The Garland Encyclopedia of World Music","Comprehensive online encyclopedia devoted to world music research. Contains the full text of the 10-volume print encyclopedia.",https://search.alexanderstreet.com/glnd,"2014-09-18 11:03:45 AM","Alexander Street Press",Encyclopedias,,,Yes,,Music,,,4,No,No,No,,No,,"Bogdanovsky, Nina",OFF
1589082,"Music Periodicals Database","Covers a wide range of music related subjects in both scholarly and popular music journals. Date range: 1874-present.",https://search.proquest.com/iimp/advanced?accountid=9673,"2011-01-06 11:20:03 AM",Proquest,Articles,,,No,,"Music, Theatre & Dance",,,10,No,No,No,,No,,"Williams, Adam",OFF
5079353,"NAACP Papers: The NAACP's Major Campaigns--Legal Department Files","Papers of the NAACP Legal Department from 1956-1972. Topics covered include school desegregation, abuses of police procedure, freedom of speech, desegregation of public facilities, voting rights, housing discrimination, and employment discrimination.",https://search.proquest.com/histvault?q=91549:001475&accountid=9673,"2014-09-17 04:05:19 PM",Proquest,"E-book/Text collections;Primary sources",,,No,,"History, Law",,,9,No,No,No,,No,,"Libraries, Boston College",OFF
72936222,"Nag Hammadi Bibliography Online","A database containing books, articles, reviews, and book chapters on the Nag Hammadi Library, contributing to the study of Gnosticism and early Christianity.",https://bibliographies.brill.com/NHBO/,"2023-08-10 12:59:10 PM",Brill,,,,Yes,,Theology,,,1,No,No,No,,No,TMLP,"Moran, Jennifer",OFF
28329940,Nano,"Explore data and literature drawn from the most important journals in the field of nanotechnology. Find preparation, properties, applications and more    note:Nano will be a standalone resource until 31st December 2021.   After this, the platform will operate in a reduced state with data and technology incorporated into other Springer Products until 30th June 2022. Articles, Patents & Author Search modules will be removed and nanomaterial summaries will no longer be updated.",https://nano.nature.com,"2017-01-17 09:39:24 AM",Springer/Nature,Data/statistics;Bibliographies,,,Yes,,"Biology, Chemistry, Engineering, Physics, Science",,,4,No,No,No,,Yes,PHP,"Curtis, Nancy",OFF
5088803,"National Geographic Virtual Library","This collection brings together a complete archive of National Geographic magazine  every page of every issue  along with a cross-searchable collection of National Geographic books, maps, images and videos.",https://galeapps.gale.com/apps/auth?origURL=https%3A%2F%2Fnatgeo.gale.com%2Fnatgeo%2Farchive%3Fp%3DNGMA%26authCount%3D1&userGroupName=mlin_m_bostcoll,"2014-09-18 12:32:44 PM",Gale,Articles,,,No,,"Environmental Studies",,,4,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
61462420,"National Security Archive","Founded in 1985 by journalists and scholars to check rising government secrecy, the National Security Archive combines a unique range of functions: investigative journalism center, research institute on international affairs, library and archive of declassified U.S. documents, leading non-profit user of the U.S. Freedom of Information Act (FIOA), public interest law firm defending and expanding public access to government information, global advocate of open government, and indexer and publisher of former secrets. Includes documents on U.S. involvement in Brazil, Chile, China, Iran, Russia, and more. This website is Open Access.",https://nsarchive.gwu.edu/,"2021-05-12 05:17:45 PM",,,,,No,,"History, Political Science & Government",,,4,No,No,No,,No,"Requested add to A-Z by B. Lehman","Scheopner, Erin Kate",OFF
71682292,"National Technical information Service (NTIS)","Trial through 5/31/2023
The National Technical information Service (NTIS) database contains unclassified reports from the United States and international government agencies. NTIS covers research conducted by agencies worldwide, including the National Aeronautics and Space Administration (NASA), the United States Department of Energy and Defense, the Japan Ministry of International Trade and Industry, and the United Kingdom Department of Trade Industry.
Please send feedback to  Sarah Barbrow",https://www.engineeringvillage.com/search/quick.url?database=4,"2023-05-02 12:45:45 PM",Elsevier,,,,Yes,,"Business, Computer Science, Earth & Environmental Sciences, Economics, Engineering, Environmental Studies, Political Science & Government, Science",,,0,No,No,No,,Yes,EGP,"LibApps, Asset Manager",OFF
5088914,"National Technical Reports Library","The National Technical Reports Library is a clearinghouse for identifying and obtaining access to a vast collection of historical and current government technical reports. Important: before purchase, check the suggested links for freely-available access options.",https://ntrl.ntis.gov/,"2014-09-18 12:36:44 PM",,"Government information;Research reports",,,Yes,,"Chemistry, Nursing & Health Sciences, Physics, Political Science & Government",,,5,No,No,No,,No,,"LibApps, Asset Manager",OFF
52710622,"National Theatre Collection (Drama Online)","The National Theatre Collection features productions from the National Theatre, as well as the Young Vic, Donmar Warehouse and Bridge Theatre.",https://www.dramaonlinelibrary.com/series/national-theatre-collection-iid-190464,"2020-03-05 03:50:21 PM",Bloomsbury,,,,Yes,,"Theatre & Dance",,,10,No,No,No,,No,TRP,"Bogdanovsky, Nina",OFF
1589373,Nature.com,"Search for articles appearing in 100+ journals published by Nature Publishing Group.",https://www.nature.com/siteindex/index.html,"2014-06-09 10:53:16 PM",,,,,Yes,,Engineering,,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589484,"Naxos Music Library","Naxos Music Library (NML) offers streaming access to thousands of CDs from many record labels including BIS, Chandos, CPO, Haenssler, Hungaroton, Marco Polo, Vanguard Classics, VOX, and Naxos. World music content is provided by ARC, Celestial Harmonies and others.",https://bostoncollege.naxosmusiclibrary.com,"2014-06-09 11:46:09 PM",,,,,Yes,,Music,,,4,No,No,No,,No,,"Bogdanovsky, Nina",OFF
35086391,"Naxos Music Library World","Naxos Music Library World offers a wide range of World music, from legendary historical musical performances to contemporary world music. Music from over 150 countries and recordings of over 32,000 artists are represented.",https://BostonCollege.NaxosMusicLibrary.com/World,"2017-08-22 03:23:36 PM",,,,,Yes,,Music,,,6,No,No,No,,No,,"Bogdanovsky, Nina",OFF
5087932,"NBER Working Papers","Current research of leading economists. Some working papers also available in print collection HB1.A2N37.",https://papers.nber.org/papers,"2014-09-18 11:49:00 AM",,"Working papers",,,Yes,,"Economics, International Studies",,,5,No,No,No,,No,,"LibApps, Asset Manager",OFF
5087934,"Neighborhood Change Database: 1970-2010","nation-wide census tract-level data from the 1970, 1980, 1990, 2000 and 2010 decennial censuses normalized to 2010 census tracts. Researchers tracking demographic trends over time can use variables and tract boundaries that are consistently defined across census years.Data download and mapping tools are available. Formats are compatible with B.C. supported software.",https://demographics.geolytics.com/ncdb2010/default.aspx,"2014-09-18 11:49:05 AM",,,,,Yes,,"Data Services, Economics",,,4,No,No,No,,No,,"LibApps, Asset Manager",OFF
1589153,"New Catholic Encyclopedia","A scholarly resource for information about persons and subjects related to Catholicism and the humanities with brief entries and lengthy articles with bibliographies on theology, philosophy, history, literary figures, saints, and musicians among others.",https://link.gale.com/apps/GVRL.ncec?u=mlin_m_bostcoll,"2011-01-10 06:09:03 PM",Gale,Encyclopedias,,,No,,Theology,,,28,No,No,No,,Yes,THP,"Strauber, Chris",OFF
1589375,"New Dictionary of the History of Ideas","This long-awaited update to the original Dictionary of the History of Ideas is &quot;designed to introduce a general audience to the main ideas and movements of global cultural history from antiquity to the twenty-first century.&quot;",https://link.gale.com/apps/GVRL.ndhi?u=mlin_m_bostcoll,"2014-06-09 10:53:43 PM",Gale,Dictionaries,,,No,,Philosophy,,,11,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589111,"New Palgrave Dictionary of Economics, 2nd edition","This updated and expanded edition of &quot;The New Palgrave: a Dictionary of Economics&quot; is a key reference work in economics. The content has doubled and goes beyond the previous historical scope to reflect the significant empirical advances in the microeconomic fields in particular.",https://link.springer.com/referencework/10.1007/978-1-349-58802-2,"2011-01-06 11:20:03 AM",,Dictionaries,,,Yes,,Economics,,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5075904,"New Pauly","Brills New Pauly is the English edition of the authoritative Der Neue Pauly, published by Verlag J.B. Metzler since 1996. The section on Antiquity is devoted to Greco-Roman antiquity and covers more than two thousand years of history, ranging from the second millennium BC to early medieval Europe. The section on the Classical Tradition is concerned with the aftermath of antiquity and the process of continuous reinterpretation of the ancient heritage.",https://referenceworks.brillonline.com/cluster/New%20Pauly%20Online,"2014-09-17 01:03:54 PM",Brill,Encyclopedias,,,Yes,,"Classical Studies",,,5,No,No,No,,No,,"LibApps, Asset Manager",OFF
1589152,"New Testament Abstracts","New Testament Abstracts Online is a product of a partnership between ATLA and the Boston College School of Theology and Ministry. The database offers citations and abstracts of journal articles, book reviews, books, and software.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=ehost&defaultdb=rvh&custid=s4194587","2011-01-10 06:08:27 PM",EBSCO,Articles,,,No,,Theology,,,15,No,No,No,,No,,"Strauber, Chris",OFF
5079354,"New York Amsterdam News (Historical Newspapers)","1922-1993. One of the nation's leading black newspapers.",https://search.proquest.com/hnpnewamsterdamnews/advanced?accountid=9673,"2014-09-17 04:05:24 PM",Proquest,"Historical newspapers",,,No,,History,,,28,No,No,No,,No,,"Libraries, Boston College",OFF
5088421,"New York Review of Books","This database provides access to both the current issue of the New York Review of Books and to an archive of over 50 years of fully searchable material.",https://www.nybooks.com/issues/,"2014-09-18 12:06:53 PM",,Reviews;News,,,Yes,,"English Language & Literature, Reference, Slavic and Eastern Languages and Literatures",,,4,No,No,No,,No,,"LibApps, Asset Manager",OFF
47711145,"New York Times","1851 to present (1923-1980 is limited to five view/downloads per day) Site-wide license to the New York Times on nytimes.com, including Chinese and Spanish editions. Access Requirements: Create a personal account using your BC email address. You are encouraged to create a different password than your Agora credentials and to read the privacy policy for this site before using it.",https://libguides.bc.edu/NYT,"2019-04-05 01:02:45 PM",,News,,,No,,"Communication, Interdisciplinary",,,8,No,No,No,,No,INP,"eResources account, Library",OFF
1589104,"New York Times (Historical Newspapers)","1851 - 4 years ago. Searchable full text images. Search BC catalog for more recent coverage.",https://search.proquest.com/hnpnewyorktimes/advanced?accountid=9673,"2011-01-06 11:20:03 AM",Proquest,"News;Historical newspapers",,,No,,"History, Political Science & Government",,,42,No,No,No,,No,HIP,"Scheopner, Erin Kate",OFF
5088919,News@Nature.com,"News@Nature provides daily news and interactive multimedia features with blogs, opinion, columns and analysis drawn from the various Nature journals. News items can also be found on the individual journal pages.",https://www.nature.com/news,"2014-09-18 12:36:54 PM",,,,,Yes,,"Biology, Chemistry, Earth & Environmental Sciences, Environmental Studies, Mathematics, Nursing & Health Sciences, Physics",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
69239595,"Newspaper Source Plus","Trial through 12/24/2022
  
  Newspaper Source Plus provides a full-text digital collection of the world's major news content. It includes millions of articles from newspapers, newswires, and news magazines. In addition, it offers television and radio transcripts and ongoing daily updates from popular news sources.
  
  Please send feedback to  Leslie Homzie","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s4194587&groupid=main&profile=ehost&defaultdb=n5h","2022-10-27 02:22:00 PM",EBSCO,,,,No,,"Communication, History, Political Science & Government, Sociology & Anthropology",,,0,No,No,No,,Yes,NEWS,"Homzie, Leslie",OFF
32224620,"NewspaperARCHIVE Massachusetts Edition","Combined searching of historical Massachusetts newspapers including (but not limited to) the Boston Post, Lowell Sun, and North Adams Transcript.",https://access.newspaperarchive.com/us/massachusetts/,"2017-05-22 02:56:01 PM",,"Historical newspapers",,"Newspaper Archive",Yes,,History,,,58,No,No,No,,No,HIP,"Scheopner, Erin Kate",OFF
16953232,"Newspapers Of The French Revolution Of 1848","Newspapers and periodicals published in France during the Revolution of 1848, with coverage to 1852. From the British Library.",https://link.gale.com/apps/collection/3XNN/GDSC?u=mlin_m_bostcoll&sid=GDSC,"2015-10-27 09:25:49 AM",Gale,"Historical newspapers",,,No,,History,,,29,No,No,No,,No,,"LibApps, Asset Manager",OFF
65293949,"Newspapers.com - World Collection","Trial through 2/25/2022  Provides access to 4,000+ historical newspapers.  Dating from the early 1700s into the 2000s. It includes regional and state titles as well as small local newspapers from the United States and other countries.  Please send feedback to  Leslie Homzie",https://trials.proquest.com/access?token=CIUVDrcyXTVciCHdxNWwfQoxI,"2022-02-01 10:52:25 AM",Proquest,,,,No,,"Communication, History",,,0,No,No,No,,Yes,NEWS,"Homzie, Leslie",OFF
1589162,"Nexis Dossier","Provides corporate hierarchies for over 2 million of the most prominent public and private parent companies and their affiliates, subsidiaries and divisions worldwide.  Note: Limited to 1 simultaneous user.",https://advance.lexis.com/?identityprofileid=D8355G64846,"2014-06-09 02:54:56 PM","Lexis Nexis",Directories,,"formerly Corporate Affiliations",Yes,,Business,,,13,No,No,No,,No,MGP,"Olsen, Douglas",OFF
1589088,"Nexis Uni","Nexis Uni includes thousands of U.S. and non-U.S. news sources; legal materials:  case law, statutes and law reviews; and company/business information. Strength from 1990 to the present. Nexis Uni replaces Lexis-Nexis Academic.",https://www.NexisUni.com,"2011-01-06 11:20:03 AM","Lexis Nexis","Articles;Reviews;News;Historical newspapers",,,Yes,,"Business, Economics, History, Interdisciplinary, International Studies, Irish Studies, Latin American Studies, Law, Social Work",,,340,No,No,No,,No,,"LibApps, Asset Manager",OFF
32648436,"Nielsen Retail Scanner and Consumer Survey Data","Weekly purchase and pricing data generated from participating retail store point-of-sale systems in all US markets. The Consumer Panel Data include information about product purchases made by a panel of consumer households across all retail outlets in all US markets economics data/statistics.Coverage: Consumer panel data, 2004-present ; Retail scanner data, 2006-present.  Promodata, 2006-2012.  
    Access Requirements: You must request a personal account using your Boston College email.  You are encouraged to create a different password than your Agora credentials and to read the privacy policy for this site before using it. Nielsen data access requires an approval process and then they will issue a registration code. 
    Note:  Contractual obligations limit access to BC Faculty, postdocs and PhD students performing work under the oversight of a faculty member.",https://marketingdata.chicagobooth.edu,"2017-06-06 10:21:33 AM",,Data/statistics,,,No,,"Business, Economics",,,0,No,No,No,,No,ECP,"eResources account, Library",OFF
1589485,"Nineteenth Century Collections Online","Includes monographs, newspapers, pamphlets, manuscripts, ephemera, maps, statistics, and more from the &quot;long nineteenth century&quot;.",https://infotrac.gale.com/itweb/mlin_m_bostcoll?db=NCCO,"2014-06-09 11:46:40 PM",Gale,"Primary sources",,,No,,"English Language & Literature, History, Political Science & Government",,,25,No,No,No,,No,,"Libraries, Boston College",OFF
59690010,"Nineteenth Century Collections Online: Europe and Africa, Colonialism and Culture","Trial through February 26, 2021     Required password: boston *case sensitive*    The &quot;Scramble for Africa&quot; began with the arrival of missionaries and explorers to the &quot;Dark Continent&quot; in the late eighteenth and early nineteenth centuries. Over the next 100 years, Africa would be &quot;&quot;Christianized&quot;&quot; by European missionaries; &quot;&quot;commercialized&quot;&quot; as an outlet for European-produced consumer goods and source for raw materials; and &quot;&quot;civilized&quot;&quot; by the establishment of European political institutions and the arrival of European settlers. Europe and Africa, Colonialism and Culture provides an in-depth look into the motivations, activities, and results of the European conquest of Africa in the nineteenth century. Delivers monographs, manuscripts, and newspaper accounts covering key issues of economics, world politics, and international strategy.        Please send feedback to Bee Lehman",https://link.gale.com/apps/NCCO?u=bc_trial,"2021-01-28 04:49:13 PM",Gale,,,,No,,"African & African Diaspora Studies, German Language & Literature, History",,,0,No,No,No,,Yes,HIP,"LibApps, Asset Manager",OFF
65527040,"Nineteenth Century Collections Online: Science, Technology, and Medicine, Part I Digital Archive","Trial through 3/16/2022    This archive of documents contains more than 3.5 million pages of journals, books, reports, and personal documents about the rapid acceleration of scientific, technical, and medical knowledge, tracing the changes from the Newtonian world to that of Einstein, from the horse to the automobile, from medical treatments based on humors and bloodletting to antiseptics and epidemiology. This archive covers every aspect of nineteenth-century science: electricity and electromagnetism, mathematics and engineering, astronomy and astrophysics, color theory and the theory of natural selection, geology and mineralogy, chemistry and medicine.    Please send feedback to  Sarah Barbrow",https://infotrac.gale.com/itweb/mlin_m_bostcoll?db=NCCO,"2022-02-15 11:07:48 AM",Gale,,,,No,,"Biology, Chemistry, Earth & Environmental Sciences, Engineering, Environmental Studies, History, Interdisciplinary, Mathematics, Physics, Science",,,0,No,No,No,,Yes,EGP,"LibApps, Asset Manager",OFF
67512554,"Nineteenth Century Literary Society","Trial through 7/29/2022    Interface and materials in English. This database contains more than 1,400 items from the archive of the historic John Murray publishing company. The collection, spanning the long nineteenth century, includes manuscripts, correspondence, advertisements, and personal papers of most key literary figures and works of the era, such as Darwins On the Origin of Species, Austens Emma, Livingstones Missionary Travels and Researches in South Africa, and Lord Byrons personal papers and draft manuscripts. BC institutional login required.    Please send feedback to  Steve Runge",https://www.nineteenthcenturyliterarysociety.amdigital.co.uk/,"2022-07-05 01:33:53 PM","Adam Matthew",,,,Yes,,"Biology, English Language & Literature, History",,,0,No,No,No,,Yes,,"Runge, Steve",OFF
